"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Marcus","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Artichoke","Amersham, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Pétrus by Gordon Ramsay","London, United Kingdom","££££ · French","££££","French",1,"1 Star"
"The Samling","Ambleside, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Unalome by Graeme Cheevers","Glasgow City, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Sollip","London, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"Nut Tree Inn","Murcott, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Opheem","Birmingham, United Kingdom","££££ · Indian","££££","Indian",1,"1 Star"
"Carters at Westlands","Evesham, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Adam's","Birmingham, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Peat Inn","Peat Inn, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Bridge Arms","Bridge, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Muse","London, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"The Cellar","Anstruther, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Heron","Leith, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"River Café","London, United Kingdom","££££ · Italian","££££","Italian",1,"1 Star"
"Bastible","Dublin City, Ireland","$$$ · Modern Cuisine","$$$","Modern Cuisine",1,"1 Star"
"Northcote","Langho, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Home","Penarth, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Lumière","Cheltenham, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Portland","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Locanda Locatelli","London, United Kingdom","£££ · Italian","£££","Italian",1,"1 Star"
"Barrafina","London, United Kingdom","££ · Spanish","££","Spanish",1,"1 Star"
"Allium at Askham Hall","Askham, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Pipe and Glass","South Dalton, United Kingdom","££ · Modern British","££","Modern British",1,"1 Star"
"Stark","Broadstairs, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Bulrush","City of Bristol, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Sabor","London, United Kingdom","££ · Spanish","££","Spanish",1,"1 Star"
"Àclèaf","Plymouth, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Meadowsweet","Holt, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Le Champignon Sauvage","Cheltenham, United Kingdom","££ · Modern Cuisine","££","Modern Cuisine",1,"1 Star"
"Pensons","Tenbury Wells, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Eipic","Belfast, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Glovers Alley","Dublin City, Ireland","$$$ · Modern Cuisine","$$$","Modern Cuisine",1,"1 Star"
"Shaun Rankin at Grantley Hall","Ripon, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Veeraswamy","London, United Kingdom","£££ · Indian","£££","Indian",1,"1 Star"
"heft","Newton in Cartmel, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Osip","Bruton, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"John's House","Mountsorrel, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"SY23","Aberystwyth, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Latymer","Bagshot, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Grace & Savour","Hampton in Arden, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Evelyn's Table","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Variety Jones","Dublin City, Ireland","$$$ · Modern Cuisine","$$$","Modern Cuisine",1,"1 Star"
"Hjem","Wall, United Kingdom","££££ · Scandinavian","££££","Scandinavian",1,"1 Star"
"SOLSTICE BY KENNY ATKINSON","Newcastle Upon Tyne, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Dining Room at The Goring","London, United Kingdom","£££ · Traditional British","£££","Traditional British",1,"1 Star"
"Lady Helen","Thomastown, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Roots","York, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"OX","Belfast, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Trivet","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Aniar","Galway, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"The Muddlers Club","Belfast, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Ichigo Ichie","Cork, Ireland","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Walnut Tree","Llanddewi Skirrid, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Lyle's","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Pollen Street Social","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Angel","Hetton, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Leroy","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Five Fields","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Hakkasan Hanway Place","London, United Kingdom","££££ · Chinese","££££","Chinese",1,"1 Star"
"The Ninth","London, United Kingdom","£££ · Mediterranean Cuisine","£££","Mediterranean Cuisine",1,"1 Star"
"Brat","London, United Kingdom","£££ · Traditional British","£££","Traditional British",1,"1 Star"
"Pine","East Wallhouses, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Wild Honey Inn","Lisdoonvarna, Ireland","$$$ · Classic Cuisine","$$$","Classic Cuisine",1,"1 Star"
"Bastion","Kinsale, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Condita","Edinburgh, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Kitchin","Leith, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Pentonbridge Inn","Penton, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Campagne","Kilkenny, Ireland","$$$ · Modern Cuisine","$$$","Modern Cuisine",1,"1 Star"
"Chestnut","Ballydehob, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"The Oak Room","Adare, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Martin Wishart","Leith, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"City Social","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"mana","Manchester, United Kingdom","££££ · Creative British","££££","Creative British",1,"1 Star"
"Club Gascon","London, United Kingdom","££££ · French","££££","French",1,"1 Star"
"Pied à Terre","London, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"Interlude","Lower Beeding, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"Elystan Street","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Loch Bay","Isle of Skye, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Timberyard","Edinburgh, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Olive Tree","Bath, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Old Stamp House","Ambleside, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Chez Bruce","London, United Kingdom","£££ · French","£££","French",1,"1 Star"
"KOL","London, United Kingdom","££££ · Mexican","££££","Mexican",1,"1 Star"
"La Trompette","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Luca","London, United Kingdom","£££ · Italian","£££","Italian",1,"1 Star"
"The Whitebrook","Whitebrook, United Kingdom","££££ · Creative British","££££","Creative British",1,"1 Star"
"Dysart Petersham","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Trinity","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"St. JOHN","London, United Kingdom","£££ · Traditional British","£££","Traditional British",1,"1 Star"
"Kitchen W8","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Behind","London, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Casa Fofō","London, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Cornerstone","London, United Kingdom","£££ · Seafood","£££","Seafood",1,"1 Star"
"HIDE","London, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Angler","London, United Kingdom","££££ · Seafood","££££","Seafood",1,"1 Star"
"Amaya","London, United Kingdom","£££ · Indian","£££","Indian",1,"1 Star"
"sō–lō","Aughton, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"The Royal Oak","Whatcote, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Le Roannay","Francorchamps, Belgium","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Marcus","Deerlijk, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hert","Turnhout, Belgium","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Bar Bulot","Zedelgem, Belgium","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"La Table Benjamin Laborie","Ohain, Belgium","€€€ · French Contemporary","€€€","French Contemporary",1,"1 Star"
"La Grappe d'Or","Arlon, Belgium","€€€ · French Contemporary","€€€","French Contemporary",1,"1 Star"
"Nebo","Antwerpen, Belgium","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Les Pieds dans le Plat","Marenne, Belgium","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"l'Essentiel","Temploux, Belgium","€€€ · Creative French","€€€","Creative French",1,"1 Star"
"La Table de Manon","Grandhan, Belgium","€€ · French Contemporary","€€","French Contemporary",1,"1 Star"
"Chai Gourmand","Beuzet, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Pré des Oréades","Spa, Belgium","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Fine Fleur","Antwerpen, Belgium","€€€ · Creative","€€€","Creative",1,"1 Star"
"Dôme","Antwerpen, Belgium","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Willem Hiele","Oudenburg, Belgium","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Libertine","Erpe, Belgium","€€€ · French","€€€","French",1,"1 Star"
"Barge","Brussels, Belgium","€€€ · Organic","€€€","Organic",1,"1 Star"
"La Grange d'Hamois","Emptinne, Belgium","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Misera","Antwerpen, Belgium","€€€€ · Creative French","€€€€","Creative French",1,"1 Star"
"GLASS","Antwerpen, Belgium","€€€ · French Contemporary","€€€","French Contemporary",1,"1 Star"
"¡Toma!","Liège, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Mosconi","Luxembourg","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Sensum","Sint-Denijs-Westrem, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Sense","Waasmunster, Belgium","€€€€ · French","€€€€","French",1,"1 Star"
"DIM Dining","Antwerpen, Belgium","€€€€ · Asian","€€€€","Asian",1,"1 Star"
"EssenCiel","Leuven, Belgium","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Tinèlle","Mechelen, Belgium","€€€ · French Contemporary","€€€","French Contemporary",1,"1 Star"
"Ryôdô","Luxembourg","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"Hostellerie St-Nicolas","Elverdinge, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Maison Alain Bianchin","Overijse, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hostellerie Vivendum","Dilsen, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Arenberg","Heverlee, Belgium","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"In den Hert","Wannegem-Lede, Belgium","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Guillou Campagne","Schouweiler, Luxembourg","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Aurum by Gary Kirchens","Ordingen, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Arden","Villers-sur-Lesse, Belgium","€€€€ · French Contemporary","€€€€","French Contemporary",1,"1 Star"
"Da Mimmo","Woluwe-Saint-Lambert, Belgium","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Couvert Couvert","Heverlee, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Kommilfoo","Antwerpen, Belgium","€€€ · Creative","€€€","Creative",1,"1 Star"
"Héliport Brasserie","Liège, Belgium","€€€ · Creative French","€€€","Creative French",1,"1 Star"
"The Butcher's son","Antwerpen, Belgium","€€€ · Traditional Cuisine","€€€","Traditional Cuisine",1,"1 Star"
"Maison Marit","Braine-l'Alleud, Belgium","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Boo Raan","Knokke, Belgium","€€ · Thai","€€","Thai",1,"1 Star"
"Comme chez Soi","Brussels, Belgium","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Melchior","Tienen, Belgium","€€€ · Creative French","€€€","Creative French",1,"1 Star"
"Benoit en Bernard Dewitte","Ouwegem, Belgium","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Philippe Fauchet","Saint-Georges-sur-Meuse, Belgium","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Ogst","Hasselt, Belgium","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"De Zuidkant","Damme, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Le Pilori","Écaussinnes-Lalaing, Belgium","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"'t Fornuis","Antwerpen, Belgium","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"M-Bistro","Nieuwpoort, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Eden Rose","Kayl, Luxembourg","€€€ · Seasonal Cuisine","€€€","Seasonal Cuisine",1,"1 Star"
"Le Coq aux Champs","Soheit-Tinlot, Belgium","€€€ · Creative French","€€€","Creative French",1,"1 Star"
"Goffin","Sint-Kruis, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Magis","Tongeren, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Vol-Ver","Marke, Belgium","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Michel","Groot-Bijgaarden, Belgium","€€€ · Modern French","€€€","Modern French",1,"1 Star"
